Type,StatusReason,City,Zip,state,Latitude,Longitude
INDIVIDUAL,CURRENT,RIDGEFIELD,06877,CT,41.269688,-73.492611
INDIVIDUAL,CURRENT,NEW HAVEN,06511,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,WEST HARTFORD,06110,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,STAMFORD,06903,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,STAMFORD,06905,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,STAFFORD SPRINGS,060764005,CT,41.967856,-72.306381
INDIVIDUAL,CURRENT,TORRINGTON,067903493,CT,41.8342,-73.13147
INDIVIDUAL,CURRENT,ORANGE,064771114,CT,41.284951,-73.024637
INDIVIDUAL,CURRENT,BRIDGEPORT,06610,CT,41.187393,-73.195757
INDIVIDUAL,CURRENT,HARTFORD,061063322,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,GREENWICH,06830,CT,41.027773,-73.626931
INDIVIDUAL,CURRENT,HARTFORD,061063309,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,NEW HAVEN,06510,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,GREENWICH,068312617,CT,41.027773,-73.626931
INDIVIDUAL,CURRENT,HARTFORD,061065526,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,WEST HAVEN,06516,CT,41.272121,-72.967497
INDIVIDUAL,CURRENT,NIANTIC,06357,CT,41.316749,-72.199878
INDIVIDUAL,CURRENT,WEST HARTFORD,06117,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,WATERBURY,06706,CT,41.5585,-73.036685
INDIVIDUAL,CURRENT,STAMFORD,069055360,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,HARTFORD,06105,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,COS COB,068072226,CT,41.048595,-73.591901
INDIVIDUAL,CURRENT,NEW HAVEN,065112549,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NORTH HAVEN,06473,CT,41.381465,-72.856371
INDIVIDUAL,CURRENT,NEW HAVEN,065048901,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,STAMFORD,069052902,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,STAMFORD,069023602,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,WATERBURY,067021911,CT,41.5585,-73.036685
INDIVIDUAL,CURRENT,ORANGE,064773559,CT,41.284951,-73.024637
INDIVIDUAL,CURRENT,NEW HAVEN,06511,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,PUTNAM,06260,CT,41.916752,-71.910703
INDIVIDUAL,CURRENT,HARTFORD,061023101,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,NORWALK,06856,CT,41.092739,-73.419796
INDIVIDUAL,CURRENT,MOOSUP,06354,CT,41.716992,-71.875223
INDIVIDUAL,CURRENT,STAMFORD,06905,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,NORWICH,063607101,CT,41.548006,-72.089454
INDIVIDUAL,CURRENT,HARTFORD,06106,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,STAMFORD,069020001,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,NORTH HAVEN,064734444,CT,41.381465,-72.856371
INDIVIDUAL,CURRENT,NEW HAVEN,065208017,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,WESTON,06883,CT,41.203236,-73.378781
INDIVIDUAL,CURRENT,STAMFORD,06905,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,SHELTON,064844749,CT,41.304577,-73.139215
INDIVIDUAL,CURRENT,OLD GREENWICH,06870,CT,41.020119,-73.567675
INDIVIDUAL,LICENSE RESTRICTED,NEW HAVEN,065114403,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,WEST HARTFORD,061191511,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,NORTH HAVEN,064732356,CT,41.381465,-72.856371
INDIVIDUAL,CURRENT,WATERBURY,06708,CT,41.5585,-73.036685
INDIVIDUAL,CURRENT,GREENWICH,06830,CT,41.027773,-73.626931
INDIVIDUAL,CURRENT,NEW HAVEN,065103220,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW HAVEN,06510,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW HAVEN,065208017,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,WATERBURY,067082948,CT,41.5585,-73.036685
INDIVIDUAL,CURRENT,GROTON,063402486,CT,41.325054,-72.066862
INDIVIDUAL,CURRENT,BRIDGEPORT,066102805,CT,41.187393,-73.195757
INDIVIDUAL,CURRENT,WEST HAVEN,06516,CT,41.272121,-72.967497
INDIVIDUAL,CURRENT,NEW HAVEN,065191369,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,STAMFORD,069033841,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,WEST HAVEN,06516,CT,41.272121,-72.967497
INDIVIDUAL,CURRENT,DANBURY,068114464,CT,41.398741,-73.478103
INDIVIDUAL,CURRENT,WEST HARTFORD,061172223,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,NEW HAVEN,065117412,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,HARTFORD,06103,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,STAMFORD,06902,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,WATERBURY,06706,CT,41.5585,-73.036685
INDIVIDUAL,CURRENT,HARTFORD,061065501,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,DANBURY,06810,CT,41.398741,-73.478103
INDIVIDUAL,CURRENT,WATERFORD,06385,CT,41.346273,-72.129342
INDIVIDUAL,CURRENT,BRISTOL,06010,CT,41.681578,-72.940749
INDIVIDUAL,CURRENT,WATERFORD,06385,CT,41.346273,-72.129342
INDIVIDUAL,PRIOR DISCIPLINE,TORRINGTON,067906669,CT,41.8342,-73.13147
INDIVIDUAL,CURRENT,STAMFORD,06902,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,NEW HAVEN,065208018,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,BRISTOL,06010,CT,41.681578,-72.940749
INDIVIDUAL,CURRENT,NEW HAVEN,06520,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,WEST HARTFORD,06110,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,WEST HARTFORD,06107,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,SHELTON,064842418,CT,41.304577,-73.139215
INDIVIDUAL,CURRENT,WATERFORD,06385,CT,41.346273,-72.129342
INDIVIDUAL,CURRENT,COS COB,06807,CT,41.048595,-73.591901
INDIVIDUAL,CURRENT,GREENWICH,068306071,CT,41.027773,-73.626931
INDIVIDUAL,CURRENT,NEW HAVEN,065103206,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW HAVEN,065103221,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,DANBURY,068105038,CT,41.398741,-73.478103
INDIVIDUAL,CURRENT,NEW HAVEN,06510,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,WEST HARTFORD,06117,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,NEW HAVEN,06510,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,STAMFORD,069023602,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,COLLINSVILLE,060193425,CT,41.822245,-72.924487
INDIVIDUAL,CURRENT,NEW HAVEN,065113811,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW HAVEN,065191612,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW HAVEN,06510,CT,41.310809,-72.924953
INDIVIDUAL,PRIOR DISCIPLINE,WATERBURY,06708,CT,41.5585,-73.036685
INDIVIDUAL,CURRENT,NEW LONDON,063205945,CT,41.332957,-72.096176
INDIVIDUAL,CURRENT,NEW HAVEN,065102715,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW LONDON,06320,CT,41.332957,-72.096176
INDIVIDUAL,CURRENT,HARTFORD,061028000,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,NEW HAVEN,06510,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW HAVEN,065102421,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,WEST SIMSBURY,06092,CT,41.87573,-72.845071
INDIVIDUAL,CURRENT,OAKVILLE,067791622,CT,41.588972,-73.090475
INDIVIDUAL,CURRENT,STAMFORD,069023602,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,NORWALK,06850,CT,41.092739,-73.419796
INDIVIDUAL,CURRENT,EAST HAVEN,065124828,CT,41.293453,-72.858994
INDIVIDUAL,CURRENT,NEW HAVEN,06511,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,MIDDLETOWN,064573649,CT,41.548611,-72.656784
INDIVIDUAL,CURRENT,NEW HAVEN,06511,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,WEST HAVEN,065166104,CT,41.272121,-72.967497
INDIVIDUAL,CURRENT,WEST HARTFORD,061172675,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,NEW HAVEN,065103220,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,STAMFORD,06902,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,NEW CANAAN,06840,CT,41.141703,-73.490141
INDIVIDUAL,CURRENT,STAMFORD,069013451,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,BRIDGEPORT,066102866,CT,41.187393,-73.195757
INDIVIDUAL,CURRENT,DERBY,064181326,CT,41.326124,-73.082574
INDIVIDUAL,CURRENT,STAMFORD,069011821,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,WEST HARTFORD,06107,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,NEW HAVEN,06511,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW HAVEN,065116662,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,WEST HARTFORD,06107,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,NEW CANAAN,068402210,CT,41.141703,-73.490141
INDIVIDUAL,CURRENT,SHARON,060692268,CT,41.879026,-73.46163
INDIVIDUAL,CURRENT,NEW HAVEN,06520,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW HAVEN,06520,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,GREENWICH,06830,CT,41.027773,-73.626931
INDIVIDUAL,CURRENT,MANCHESTER,06040,CT,41.77963,-72.520157
INDIVIDUAL,CURRENT,NEW HAVEN,06511,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,GROTON,06340,CT,41.325054,-72.066862
INDIVIDUAL,CURRENT,HARTFORD,06105,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,DANBURY,068106099,CT,41.398741,-73.478103
INDIVIDUAL,CURRENT,DANBURY,06810,CT,41.398741,-73.478103
INDIVIDUAL,CURRENT,RIDGEFIELD,06877,CT,41.269688,-73.492611
INDIVIDUAL,CURRENT,WESTON,06883,CT,41.203236,-73.378781
INDIVIDUAL,CURRENT,STAMFORD,06902,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,DERBY,064181328,CT,41.326124,-73.082574
INDIVIDUAL,CURRENT,NEW HAVEN,065115991,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,WEST HARTFORD,061191039,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,MIDDLETOWN,06457,CT,41.548611,-72.656784
INDIVIDUAL,CURRENT,CLINTON,06413,CT,41.276405,-72.529
INDIVIDUAL,CURRENT,NEW HAVEN,065208039,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,HARTFORD,061053723,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,WATERBURY,06706,CT,41.5585,-73.036685
INDIVIDUAL,CURRENT,WESTON,06883,CT,41.203236,-73.378781
INDIVIDUAL,CURRENT,BRIDGEPORT,06606,CT,41.187393,-73.195757
INDIVIDUAL,CURRENT,NEW HAVEN,065103220,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW CANAAN,068402818,CT,41.141703,-73.490141
INDIVIDUAL,CURRENT,DANBURY,068104194,CT,41.398741,-73.478103
INDIVIDUAL,CURRENT,NIANTIC,063572638,CT,41.316749,-72.199878
INDIVIDUAL,CURRENT,CLINTON,06413,CT,41.276405,-72.529
INDIVIDUAL,CURRENT,STAMFORD,069023544,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,NEW HAVEN,065152470,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,HARTFORD,061032920,CT,41.765933,-72.681579
INDIVIDUAL,PRIOR DISCIPLINE,NORWICH,06360,CT,41.548006,-72.089454
INDIVIDUAL,CURRENT,RIVERSIDE,06878,CT,41.030093,-73.583719
INDIVIDUAL,CURRENT,NEW HAVEN,065115593,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,PLANTSVILLE,06479,CT,41.583155,-72.891852
INDIVIDUAL,CURRENT,DANBURY,06810,CT,41.398741,-73.478103
INDIVIDUAL,CURRENT,WATERFORD,06385,CT,41.346273,-72.129342
INDIVIDUAL,CURRENT,WEST HAVEN,065164312,CT,41.272121,-72.967497
INDIVIDUAL,CURRENT,NORTH HAVEN,06520,CT,41.381465,-72.856371
INDIVIDUAL,CURRENT,HARTFORD,06112,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,BRISTOL,060107457,CT,41.681578,-72.940749
INDIVIDUAL,CURRENT,EAST HARTFORD,061083240,CT,41.760695,-72.607646
INDIVIDUAL,CURRENT,DANBURY,06810,CT,41.398741,-73.478103
INDIVIDUAL,CURRENT,DANBURY,06810,CT,41.398741,-73.478103
INDIVIDUAL,CURRENT,WEST HARTFORD,061071035,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,GREENWICH,06830,CT,41.027773,-73.626931
INDIVIDUAL,CURRENT,WEST HARTFORD,06107,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,MYSTIC,063551827,CT,41.355976,-71.955882
INDIVIDUAL,CURRENT,MIDDLETOWN,064577023,CT,41.548611,-72.656784
INDIVIDUAL,CURRENT,NEW HAVEN,06510,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,STAMFORD,06901,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,SHARON,060691746,CT,41.879026,-73.46163
INDIVIDUAL,CURRENT,WEST HAVEN,06516,CT,41.272121,-72.967497
INDIVIDUAL,CURRENT,RIVERSIDE,06878,CT,41.030093,-73.583719
INDIVIDUAL,CURRENT,DANBURY,06810,CT,41.398741,-73.478103
INDIVIDUAL,CURRENT,MANCHESTER,060421651,CT,41.77963,-72.520157
INDIVIDUAL,CURRENT,NORWICH,06360,CT,41.548006,-72.089454
INDIVIDUAL,CURRENT,WEST HARTFORD,06117,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,HARTFORD,06106,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,ORANGE,06477,CT,41.284951,-73.024637
INDIVIDUAL,CURRENT,SOUTHPORT,068901456,CT,41.13494,-73.287125
INDIVIDUAL,CURRENT,WEST HARTFORD,061191549,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,BRISTOL,06010,CT,41.681578,-72.940749
INDIVIDUAL,CURRENT,STAMFORD,06902,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,HARTFORD,061560001,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,SHELTON,06484,CT,41.304577,-73.139215
INDIVIDUAL,CURRENT,NEW HAVEN,065116662,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,STAMFORD,06902,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,NEW LONDON,063204700,CT,41.332957,-72.096176
INDIVIDUAL,CURRENT,WEST HARTFORD,06117,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,STAMFORD,06905,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,DANBURY,06810,CT,41.398741,-73.478103
INDIVIDUAL,CURRENT,NEW HAVEN,065103220,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW HAVEN,065103173,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,STAMFORD,069053126,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,DANBURY,06810,CT,41.398741,-73.478103
INDIVIDUAL,CURRENT,HARTFORD,06105,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,NEW HAVEN,06519,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,HARTFORD,06103,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,NEW HAVEN,06511,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,SHELTON,06484,CT,41.304577,-73.139215
INDIVIDUAL,CURRENT,HARTFORD,06106,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,HARTFORD,061028000,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,BRIDGEPORT,06605,CT,41.187393,-73.195757
INDIVIDUAL,CURRENT,DANBURY,068106099,CT,41.398741,-73.478103
INDIVIDUAL,CURRENT,HARTFORD,06103,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,NEW HAVEN,CT,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,WESTON,06883,CT,41.203236,-73.378781
INDIVIDUAL,CURRENT,WESTON,06883,CT,41.203236,-73.378781
INDIVIDUAL,CURRENT,HARTFORD,061051118,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,NORWALK,06850,CT,41.092739,-73.419796
INDIVIDUAL,CURRENT,NORWALK,06855,CT,41.092739,-73.419796
INDIVIDUAL,CURRENT,NEW HAVEN,06511,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,WEST HARTFORD,06117,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,NEW HAVEN,065112774,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW HAVEN,065208237,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW BRITAIN,06051,CT,41.676555,-72.786161
INDIVIDUAL,CURRENT,NEW HAVEN,06519,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,WEST HAVEN,06516,CT,41.272121,-72.967497
INDIVIDUAL,CURRENT,EAST HARTFORD,061083240,CT,41.760695,-72.607646
INDIVIDUAL,CURRENT,NEW MILFORD,06776,CT,41.580295,-73.403934
INDIVIDUAL,CURRENT,GREENWICH,06831,CT,41.027773,-73.626931
INDIVIDUAL,CURRENT,WEST HARTFORD,06107,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,STORRS,06268,CT,41.808938,-72.251617
INDIVIDUAL,CURRENT,STAMFORD,06905,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,NORWICH,063605228,CT,41.548006,-72.089454
INDIVIDUAL,CURRENT,NORTH HAVEN,064733828,CT,41.381465,-72.856371
INDIVIDUAL,PRIOR DISCIPLINE,BRIDGEPORT,066041403,CT,41.187393,-73.195757
INDIVIDUAL,CURRENT,WETHERSFIELD,06109,CT,41.702484,-72.669301
INDIVIDUAL,CURRENT,STAMFORD,069033536,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,NEW HAVEN,065113603,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW CANAAN,06840,CT,41.141703,-73.490141
INDIVIDUAL,CURRENT,CANAAN,060180970,CT,42.04011,-73.332883
INDIVIDUAL,CURRENT,DURHAM,06422,CT,41.468922,-72.684525
INDIVIDUAL,CURRENT,NEW HAVEN,06520,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW MILFORD,06776,CT,41.580295,-73.403934
INDIVIDUAL,PRIOR DISCIPLINE,GROTON,06340,CT,41.325054,-72.066862
INDIVIDUAL,CURRENT,STAMFORD,06902,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,STAMFORD,069055436,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,BRISTOL,06010,CT,41.681578,-72.940749
INDIVIDUAL,CURRENT,GREENWICH,06831,CT,41.027773,-73.626931
INDIVIDUAL,CURRENT,STORRS,06268,CT,41.808938,-72.251617
INDIVIDUAL,CURRENT,NEW HAVEN,06510,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,EAST HARTFORD,06108,CT,41.760695,-72.607646
INDIVIDUAL,CURRENT,SHELTON,06484,CT,41.304577,-73.139215
INDIVIDUAL,CURRENT,WESTON,06883,CT,41.203236,-73.378781
INDIVIDUAL,CURRENT,ORANGE,06477,CT,41.284951,-73.024637
INDIVIDUAL,CURRENT,NORWALK,06850,CT,41.092739,-73.419796
INDIVIDUAL,CURRENT,MANCHESTER,06040,CT,41.77963,-72.520157
INDIVIDUAL,CURRENT,OLD GREENWICH,068701422,CT,41.020119,-73.567675
INDIVIDUAL,CURRENT,GALES FERRY,063351800,CT,41.421722,-72.084501
INDIVIDUAL,CURRENT,WETHERSFIELD,06109,CT,41.702484,-72.669301
INDIVIDUAL,CURRENT,HARTFORD,06106,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,EAST HARTFORD,061083240,CT,41.760695,-72.607646
INDIVIDUAL,CURRENT,GREENWICH,068306074,CT,41.027773,-73.626931
INDIVIDUAL,CURRENT,RIVERSIDE,068781322,CT,41.030093,-73.583719
INDIVIDUAL,CURRENT,WEST HARTFORD,06117,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,STAMFORD,06905,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,WATERBURY,067082613,CT,41.5585,-73.036685
INDIVIDUAL,CURRENT,MANCHESTER,06040,CT,41.77963,-72.520157
INDIVIDUAL,CURRENT,NEW HAVEN,065103218,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,MIDDLETOWN,06457,CT,41.548611,-72.656784
INDIVIDUAL,CURRENT,HARTFORD,061025037,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,WEST HAVEN,06516,CT,41.272121,-72.967497
INDIVIDUAL,CURRENT,TORRINGTON,067907020,CT,41.8342,-73.13147
INDIVIDUAL,CURRENT,ORANGE,064773693,CT,41.284951,-73.024637
INDIVIDUAL,CURRENT,NEW HAVEN,065103218,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NORWICH,063606459,CT,41.548006,-72.089454
INDIVIDUAL,CURRENT,NEW HAVEN,06511,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW HAVEN,06511,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,WEST HARTFORD,06117,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,NEW HAVEN,065103220,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,RIDGEFIELD,068773432,CT,41.269688,-73.492611
INDIVIDUAL,CURRENT,WEST HARTFORD,06107,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,NEW HAVEN,065208019,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW HAVEN,065112233,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW CANAAN,06840,CT,41.141703,-73.490141
INDIVIDUAL,CURRENT,WETHERSFIELD,06109,CT,41.702484,-72.669301
INDIVIDUAL,CURRENT,MIDDLETOWN,06457,CT,41.548611,-72.656784
INDIVIDUAL,CURRENT,HARTFORD,061025037,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,WEST HARTFORD,061191163,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,STAMFORD,069023602,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,MIDDLETOWN,06457,CT,41.548611,-72.656784
INDIVIDUAL,CURRENT,NEWINGTON,061114631,CT,41.686993,-72.730839
INDIVIDUAL,CURRENT,RIDGEFIELD,068775613,CT,41.269688,-73.492611
INDIVIDUAL,CURRENT,SHELTON,06484,CT,41.304577,-73.139215
INDIVIDUAL,CURRENT,NEW CANAAN,06840,CT,41.141703,-73.490141
INDIVIDUAL,CURRENT,STAMFORD,069055546,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,GREENWICH,06831,CT,41.027773,-73.626931
INDIVIDUAL,CURRENT,STAMFORD,069013435,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,STAMFORD,06902,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,NEW LONDON,063204224,CT,41.332957,-72.096176
INDIVIDUAL,CURRENT,NORWALK,06851,CT,41.092739,-73.419796
INDIVIDUAL,CURRENT,ORANGE,06477,CT,41.284951,-73.024637
INDIVIDUAL,CURRENT,MYSTIC,06355,CT,41.355976,-71.955882
INDIVIDUAL,CURRENT,MANCHESTER,06045,CT,41.77963,-72.520157
INDIVIDUAL,CURRENT,WEST HARTFORD,06117,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,WEST HARTFORD,06107,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,NEW CANAAN,06840,CT,41.141703,-73.490141
INDIVIDUAL,CURRENT,GROTON,06340,CT,41.325054,-72.066862
INDIVIDUAL,CURRENT,MYSTIC,06355,CT,41.355976,-71.955882
INDIVIDUAL,CURRENT,STAMFORD,06905,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,HARTFORD,061055202,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,HIGGANUM,06441,CT,41.490703,-72.557768
INDIVIDUAL,CURRENT,NEWINGTON,061112316,CT,41.686993,-72.730839
INDIVIDUAL,CURRENT,GREENWICH,068303924,CT,41.027773,-73.626931
INDIVIDUAL,CURRENT,STAMFORD,069053102,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,NEW HAVEN,06510,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW MILFORD,067765231,CT,41.580295,-73.403934
INDIVIDUAL,CURRENT,WETHERSFIELD,06109,CT,41.702484,-72.669301
INDIVIDUAL,CURRENT,GREENWICH,068302801,CT,41.027773,-73.626931
INDIVIDUAL,CURRENT,SOMERS,06071,CT,41.991685,-72.445123
INDIVIDUAL,CURRENT,WEATOGUE,060899692,CT,41.847241,-72.829769
INDIVIDUAL,CURRENT,WEST HAVEN,065162770,CT,41.272121,-72.967497
INDIVIDUAL,CURRENT,PUTNAM,06260,CT,41.916752,-71.910703
INDIVIDUAL,CURRENT,STAMFORD,06902,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,WEST HARTFORD,06117,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,CORNWALL BRIDGE,067541239,CT,41.80618,-73.384388
INDIVIDUAL,CURRENT,STAMFORD,06905,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,NORWALK,068511417,CT,41.092739,-73.419796
INDIVIDUAL,CURRENT,WEST HARTFORD,061073152,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,MYSTIC,06355,CT,41.355976,-71.955882
INDIVIDUAL,CURRENT,BRISTOL,060107457,CT,41.681578,-72.940749
INDIVIDUAL,CURRENT,NORTH HAVEN,06473,CT,41.381465,-72.856371
INDIVIDUAL,CURRENT,DANBURY,06810,CT,41.398741,-73.478103
INDIVIDUAL,CURRENT,NEW BRITAIN,06052,CT,41.676555,-72.786161
INDIVIDUAL,CURRENT,HARTFORD,061063322,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,HARTFORD,061051704,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,WATERFORD,063853512,CT,41.346273,-72.129342
INDIVIDUAL,CURRENT,WATERFORD,063853808,CT,41.346273,-72.129342
INDIVIDUAL,CURRENT,WEST HAVEN,06516,CT,41.272121,-72.967497
INDIVIDUAL,CURRENT,WEST HARTFORD,061191048,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,SANDY HOOK,06482,CT,41.409,-73.24263
INDIVIDUAL,CURRENT,NEW BRITAIN,06053,CT,41.676555,-72.786161
INDIVIDUAL,CURRENT,DANBURY,068109001,CT,41.398741,-73.478103
